Date,Open,High,Low,Close,Adj Close,Volume
2019-11-26,20.200001,20.200001,20.200001,20.200001,20.200001,0
2019-11-27,20.450001,20.450001,20.450001,20.450001,20.450001,0
2019-11-28,20.549999,20.549999,20.549999,20.549999,20.549999,0
2019-11-29,20.549999,20.850000,20.549999,20.850000,20.850000,0
2019-12-02,20.600000,20.600000,19.580000,19.580000,19.580000,75
2019-12-03,20.250000,20.250000,20.250000,20.250000,20.250000,0
2019-12-04,19.780001,19.780001,19.780001,19.780001,19.780001,0
2019-12-05,20.100000,20.100000,20.100000,20.100000,20.100000,0
2019-12-06,20.549999,20.650000,20.549999,20.650000,20.650000,0
2019-12-09,20.450001,20.549999,20.450001,20.549999,20.549999,0
2019-12-10,20.549999,20.549999,20.549999,20.549999,20.549999,0
2019-12-11,20.200001,20.200001,19.219999,19.219999,19.219999,0
2019-12-12,18.320000,18.320000,18.320000,18.320000,18.320000,0
2019-12-13,18.799999,18.820000,18.799999,18.820000,18.820000,0
2019-12-16,19.280001,19.280001,19.280001,19.280001,19.280001,0
2019-12-17,18.879999,18.879999,18.879999,18.879999,18.879999,0
2019-12-18,19.200001,19.200001,19.200001,19.200001,19.200001,0
2019-12-19,19.040001,19.260000,19.040001,19.260000,19.260000,0
2019-12-20,19.100000,19.100000,19.100000,19.100000,19.100000,0
2019-12-23,19.299999,19.299999,19.299999,19.299999,19.299999,0
2019-12-27,19.719999,19.719999,19.719999,19.719999,19.719999,0
2019-12-30,19.680000,19.680000,19.680000,19.680000,19.680000,0
2020-01-02,20.200001,20.200001,20.200001,20.200001,20.200001,0
2020-01-03,20.450001,20.450001,20.250000,20.250000,20.250000,0
2020-01-06,21.049999,21.049999,21.049999,21.049999,21.049999,0
2020-01-07,21.350000,21.350000,21.350000,21.350000,21.350000,0
2020-01-08,21.549999,21.549999,21.549999,21.549999,21.549999,0
2020-01-09,21.150000,21.150000,21.150000,21.150000,21.150000,0
2020-01-10,20.850000,20.850000,20.850000,20.850000,20.850000,0
2020-01-13,20.850000,20.850000,20.850000,20.850000,20.850000,0
2020-01-14,20.100000,20.100000,20.100000,20.100000,20.100000,0
2020-01-15,20.750000,20.750000,20.750000,20.750000,20.750000,0
2020-01-16,20.250000,20.650000,20.250000,20.650000,20.650000,0
2020-01-17,20.750000,20.750000,20.750000,20.750000,20.750000,0
2020-01-20,20.250000,20.350000,20.250000,20.350000,20.350000,0
2020-01-21,20.350000,20.350000,20.350000,20.350000,20.350000,0
2020-01-22,20.200001,20.200001,20.200001,20.200001,20.200001,0
2020-01-23,20.000000,20.000000,19.620001,19.620001,19.620001,0
2020-01-24,19.120001,19.120001,19.120001,19.120001,19.120001,0
2020-01-27,18.219999,18.219999,18.219999,18.219999,18.219999,0
2020-01-28,19.180000,19.180000,19.180000,19.180000,19.180000,0
2020-01-29,18.920000,18.920000,18.920000,18.920000,18.920000,0
2020-01-30,18.379999,18.379999,18.379999,18.379999,18.379999,0
2020-01-31,18.320000,18.320000,18.320000,18.320000,18.320000,0
2020-02-03,18.860001,18.860001,18.520000,18.520000,18.520000,0
2020-02-04,20.850000,20.850000,20.850000,20.850000,20.850000,0
2020-02-05,20.950001,20.950001,20.950001,20.950001,20.950001,0
2020-02-06,21.250000,21.250000,20.950001,20.950001,20.950001,0
2020-02-07,20.650000,21.049999,20.650000,21.049999,21.049999,0
2020-02-10,21.150000,23.450001,21.150000,23.450001,23.450001,0
2020-02-11,23.450001,23.450001,23.450001,23.450001,23.450001,0
2020-02-12,23.850000,23.850000,23.549999,23.549999,23.549999,0
2020-02-13,23.500000,24.250000,23.500000,24.250000,24.250000,0
2020-02-14,24.850000,25.750000,24.850000,25.750000,25.750000,1439
2020-02-17,26.150000,26.150000,26.150000,26.150000,26.150000,0
2020-02-18,25.700001,25.950001,25.700001,25.950001,25.950001,0
2020-02-19,25.850000,25.850000,25.850000,25.850000,25.850000,0
2020-02-20,25.850000,25.850000,25.850000,25.850000,25.850000,0
2020-02-21,25.250000,26.150000,25.250000,26.150000,26.150000,0
2020-02-24,25.650000,25.650000,25.650000,25.650000,25.650000,0
2020-02-25,26.200001,26.200001,25.150000,25.150000,25.150000,0
2020-02-26,24.000000,24.950001,24.000000,24.950001,24.950001,1400
2020-02-27,24.100000,24.100000,24.100000,24.100000,24.100000,0
2020-02-28,23.950001,23.950001,23.950001,23.950001,23.950001,0
2020-03-02,24.600000,24.600000,24.600000,24.600000,24.600000,8
2020-03-03,24.600000,24.600000,24.600000,24.600000,24.600000,0
2020-03-04,24.549999,24.549999,24.549999,24.549999,24.549999,0
2020-03-05,26.549999,26.549999,26.549999,26.549999,26.549999,0
2020-03-06,25.400000,25.400000,23.549999,23.549999,23.549999,0
2020-03-09,21.450001,21.450001,21.450001,21.450001,21.450001,0
2020-03-10,21.350000,21.350000,21.350000,21.350000,21.350000,0
2020-03-11,21.299999,21.299999,21.299999,21.299999,21.299999,0
2020-03-12,20.549999,20.549999,20.549999,20.549999,20.549999,0
2020-03-13,14.620000,14.620000,14.620000,14.620000,14.620000,0
2020-03-16,16.940001,16.940001,16.940001,16.940001,16.940001,0
2020-03-17,16.900000,18.299999,16.900000,18.299999,18.299999,39
2020-03-18,15.740000,15.740000,15.740000,15.740000,15.740000,0
2020-03-19,15.740000,15.740000,15.740000,15.740000,15.740000,0
2020-03-20,20.600000,20.600000,20.600000,20.600000,20.600000,0
2020-03-23,21.100000,21.100000,21.100000,21.100000,21.100000,0
2020-03-24,23.950001,23.950001,23.950001,23.950001,23.950001,0
2020-03-25,23.950001,23.950001,23.950001,23.950001,23.950001,0
2020-03-26,26.700001,26.700001,26.700001,26.700001,26.700001,0
2020-03-27,26.150000,26.150000,26.150000,26.150000,26.150000,0
2020-03-30,26.200001,26.600000,26.200001,26.600000,26.600000,150
2020-03-31,25.049999,25.049999,25.049999,25.049999,25.049999,0
2020-04-01,24.400000,24.400000,24.400000,24.400000,24.400000,0
2020-04-02,24.200001,24.200001,24.200001,24.200001,24.200001,0
2020-04-03,22.000000,22.000000,22.000000,22.000000,22.000000,0
2020-04-06,22.900000,22.900000,22.900000,22.900000,22.900000,0
2020-04-07,22.900000,22.900000,22.900000,22.900000,22.900000,0
2020-04-08,22.799999,22.799999,22.799999,22.799999,22.799999,0
2020-04-09,22.700001,22.700001,22.700001,22.700001,22.700001,0
2020-04-14,22.700001,22.700001,22.700001,22.700001,22.700001,0
2020-04-15,24.100000,24.100000,24.100000,24.100000,24.100000,0
2020-04-16,27.200001,27.200001,27.200001,27.200001,27.200001,0
2020-04-17,25.700001,25.700001,25.400000,25.400000,25.400000,150
2020-04-20,26.900000,26.900000,26.900000,26.900000,26.900000,0
2020-04-21,24.900000,24.900000,24.900000,24.900000,24.900000,0
2020-04-22,24.400000,24.400000,24.400000,24.400000,24.400000,0
2020-04-23,25.000000,25.000000,25.000000,25.000000,25.000000,0
2020-04-24,23.900000,23.900000,23.900000,23.900000,23.900000,0
