Date,Open,High,Low,Close,Adj Close,Volume
2019-11-26,112.000000,112.150002,110.830002,111.330002,110.112427,9385400
2019-11-27,111.379997,112.709999,111.230003,112.470001,111.239960,3367200
2019-11-29,112.239998,112.379997,110.900002,111.389999,110.171768,2786600
2019-12-02,111.199997,111.620003,109.690002,110.910004,109.697014,3429800
2019-12-03,110.050003,111.529999,110.010002,110.989998,109.776138,3573500
2019-12-04,111.150002,112.139999,110.989998,111.940002,110.715752,3003400
2019-12-05,111.940002,112.309998,111.220001,112.199997,110.972908,3205700
2019-12-06,112.500000,113.620003,112.080002,113.089996,111.853165,3623000
2019-12-09,112.830002,112.980003,111.010002,111.129997,109.914604,3403400
2019-12-10,111.360001,111.889999,110.900002,111.040001,109.825592,3850700
2019-12-11,111.540001,111.839996,111.169998,111.720001,110.498154,2897200
2019-12-12,111.430000,113.080002,111.220001,112.379997,111.150932,3741400
2019-12-13,112.059998,113.889999,111.839996,113.519997,112.278473,4180300
2019-12-16,114.070000,114.970001,114.010002,114.540001,113.287315,4304000
2019-12-17,114.970001,115.650002,114.139999,114.349998,113.099388,3864300
2019-12-18,114.110001,114.550003,113.699997,113.800003,112.555412,4895100
2019-12-19,113.900002,114.300003,112.769997,113.489998,112.248795,5116600
2019-12-20,115.250000,115.940002,113.360001,113.739998,112.496063,10323900
2019-12-23,113.779999,114.139999,113.389999,113.889999,112.644424,3726500
2019-12-24,114.070000,114.300003,113.480003,113.769997,112.525734,1281400
2019-12-26,113.209999,113.339996,112.150002,112.580002,111.879784,2942500
2019-12-27,112.900002,113.589996,112.480003,113.349998,112.644989,2458900
2019-12-30,113.769997,113.889999,112.540001,112.930000,112.227608,2112800
2019-12-31,113.000000,113.459999,112.199997,113.449997,112.744370,2806400
2020-01-02,114.459999,114.910004,113.099998,114.559998,113.847466,3917000
2020-01-03,113.160004,114.410004,113.050003,113.879997,113.171692,2764600
2020-01-06,113.269997,114.949997,113.099998,114.889999,114.175415,3332000
2020-01-07,114.339996,115.300003,114.139999,114.489998,113.777901,4443800
2020-01-08,115.309998,116.889999,115.250000,116.500000,115.775398,5482800
2020-01-09,117.050003,118.669998,116.949997,118.389999,117.653641,5120900
2020-01-10,118.709999,118.959999,117.919998,118.639999,117.902092,3180900
2020-01-13,118.309998,118.730003,117.160004,118.010002,117.276009,3367100
2020-01-14,117.379997,117.669998,116.160004,117.040001,116.312042,5694200
2020-01-15,117.169998,118.410004,116.959999,117.330002,116.600243,3683200
