Date,Open,High,Low,Close,Adj Close,Volume
2019-11-26,15.590000,15.850000,15.360000,15.370000,14.402946,35569100
2019-11-27,15.500000,15.660000,15.290000,15.480000,14.506025,16890000
2019-11-29,15.500000,15.500000,15.260000,15.320000,14.356092,7481800
2019-12-02,15.410000,15.690000,15.200000,15.400000,14.431059,18074400
2019-12-03,15.160000,15.160000,14.840000,14.870000,13.934405,20761100
2019-12-04,14.980000,15.050000,14.820000,14.840000,13.906294,15997800
2019-12-05,14.900000,15.260000,14.900000,15.110000,14.159305,22719600
2019-12-06,15.350000,15.520000,15.110000,15.150000,14.196789,17138600
2019-12-09,14.870000,15.610000,14.760000,15.480000,14.506025,32210000
2019-12-10,15.440000,15.770000,15.330000,15.740000,14.749666,18199300
2019-12-11,15.780000,15.960000,15.650000,15.700000,14.712184,21975800
2019-12-12,15.330000,15.860000,15.250000,15.710000,15.084249,20136900
2019-12-13,15.750000,15.750000,15.170000,15.180000,14.575359,17278500
2019-12-16,15.310000,15.760000,15.250000,15.630000,15.007436,20681200
2019-12-17,15.580000,16.180000,15.480000,16.030001,15.391503,18526800
2019-12-18,16.190001,16.790001,16.059999,16.530001,15.871588,23787000
2019-12-19,16.459999,16.510000,15.960000,16.080000,15.439511,20752400
2019-12-20,16.200001,16.299999,16.030001,16.200001,15.554732,18479300
2019-12-23,16.299999,16.410000,16.139999,16.200001,15.554732,12564700
2019-12-24,16.240000,16.330000,16.090000,16.120001,15.477919,5808700
2019-12-26,16.230000,16.540001,16.160000,16.540001,15.881189,12179500
2019-12-27,16.549999,16.670000,16.430000,16.510000,15.852384,10256700
2019-12-30,16.549999,16.940001,16.490000,16.770000,16.102028,12869800
2019-12-31,16.719999,17.049999,16.639999,17.000000,16.322866,12927800
2020-01-02,17.180000,17.270000,16.389999,16.520000,15.861986,26388100
2020-01-03,16.320000,16.610001,16.209999,16.530001,15.871588,12026100
2020-01-06,16.520000,17.260000,16.510000,17.100000,16.418884,20253700
2020-01-07,17.400000,17.770000,17.280001,17.670000,16.966179,19915500
2020-01-08,18.070000,18.570000,17.540001,18.100000,17.379051,35758500
2020-01-09,18.230000,18.230000,17.350000,17.709999,17.004585,18364900
