Date,Open,High,Low,Close,Adj Close,Volume
2019-11-26,2.780000,2.840000,2.690000,2.780000,2.669868,323300
2019-11-27,2.760000,2.770000,2.650000,2.690000,2.630749,143700
2019-11-29,2.690000,2.730000,2.660000,2.700000,2.640529,77700
2019-12-02,2.720000,2.740000,2.540000,2.580000,2.523172,189500
2019-12-03,2.550000,2.610000,2.510000,2.550000,2.493833,96000
2019-12-04,2.570000,2.620000,2.560000,2.590000,2.532952,88100
2019-12-05,2.600000,2.620000,2.570000,2.610000,2.552511,110000
2019-12-06,2.640000,2.740000,2.630000,2.670000,2.611190,175700
2019-12-09,2.660000,2.830000,2.660000,2.810000,2.748106,232800
2019-12-10,2.850000,3.090000,2.840000,3.080000,3.012159,437500
2019-12-11,3.070000,3.120000,2.970000,3.000000,2.933921,172100
2019-12-12,3.000000,3.040000,2.900000,2.930000,2.865463,112400
2019-12-13,2.940000,2.940000,2.860000,2.880000,2.816564,166100
2019-12-16,2.900000,2.920000,2.850000,2.850000,2.787225,211600
2019-12-17,2.840000,2.890000,2.800000,2.800000,2.738326,105000
2019-12-18,2.800000,2.900000,2.750000,2.870000,2.806784,156600
2019-12-19,2.880000,3.000000,2.860000,2.960000,2.894802,157800
2019-12-20,2.960000,2.980000,2.870000,2.980000,2.914361,205800
2019-12-23,2.950000,3.000000,2.900000,3.000000,2.933921,111000
2019-12-24,2.990000,3.050000,2.950000,3.000000,2.933921,134600
2019-12-26,3.030000,3.050000,2.960000,3.010000,2.943701,119700
2019-12-27,3.010000,3.030000,2.940000,3.020000,2.953480,136400
2019-12-30,3.010000,3.030000,2.920000,2.970000,2.904582,138400
2019-12-31,2.940000,3.100000,2.930000,3.000000,2.933921,283600
2020-01-02,3.020000,3.060000,2.940000,3.030000,2.963260,105200
2020-01-03,3.000000,3.070000,2.950000,3.030000,2.963260,100100
2020-01-06,3.000000,3.240000,3.000000,3.230000,3.158855,172000
2020-01-07,3.210000,3.230000,3.080000,3.140000,3.070837,115600
2020-01-08,3.140000,3.330000,3.140000,3.180000,3.109956,112700
2020-01-09,3.200000,3.210000,3.140000,3.160000,3.090397,115600
