Date,Open,High,Low,Close,Adj Close,Volume
2019-11-26,81.320000,81.879997,80.059998,80.269997,76.034630,132200
2019-11-27,80.849998,82.120003,80.580002,82.080002,77.749138,201300
2019-11-29,82.279999,83.620003,82.220001,82.879997,78.506920,119900
2019-12-02,82.680000,83.150002,81.790001,82.779999,78.412201,291900
2019-12-03,82.129997,82.870003,81.199997,82.160004,77.824913,148200
2019-12-04,82.529999,83.339996,81.660004,81.730003,77.417603,181600
2019-12-05,82.260002,82.339996,81.300003,81.400002,77.105019,123100
2019-12-06,82.169998,83.080002,81.760002,82.389999,78.042778,236000
2019-12-09,82.379997,82.769997,80.400002,80.809998,76.546143,207100
2019-12-10,81.739998,82.150002,80.699997,82.110001,77.777557,280300
2019-12-11,83.000000,84.220001,81.860001,83.820000,79.397324,295700
2019-12-12,83.459999,85.209999,82.760002,84.059998,79.624664,305100
2019-12-13,83.839996,84.489998,80.800003,81.419998,77.123962,230100
2019-12-16,81.489998,81.879997,79.500000,81.480003,77.180794,287100
2019-12-17,81.209999,81.959999,80.489998,81.730003,77.417603,171700
2019-12-18,81.779999,82.019997,80.480003,81.800003,77.483917,201600
2019-12-19,80.699997,81.800003,79.970001,81.620003,77.971107,187000
2019-12-20,81.550003,82.099998,80.599998,81.389999,77.751389,421700
2019-12-23,81.269997,82.550003,81.010002,81.800003,78.143066,288700
2019-12-24,81.820000,82.870003,81.820000,82.129997,78.458305,158400
2019-12-26,82.230003,83.279999,81.870003,82.809998,79.107903,122900
2019-12-27,82.930000,83.529999,81.370003,81.540001,77.894684,232500
2019-12-30,81.699997,84.300003,81.099998,84.180000,80.416664,284900
2019-12-31,83.970001,85.010002,83.510002,83.519997,79.786163,292100
2020-01-02,83.709999,85.349998,83.709999,85.290001,81.477036,310300
2020-01-03,84.489998,85.510002,84.019997,85.070000,81.266869,228200
2020-01-06,84.650002,85.699997,83.849998,85.339996,81.524796,247700
2020-01-07,85.080002,85.870003,84.529999,84.669998,80.884750,163800
2020-01-08,84.339996,88.260002,84.339996,86.440002,82.575630,440700
2020-01-09,86.730003,87.279999,84.580002,84.779999,80.989838,230500
2020-01-10,85.000000,85.970001,84.809998,85.410004,81.591675,199800
2020-01-13,84.209999,86.040001,84.199997,85.150002,81.343300,245400
2020-01-14,84.709999,85.410004,84.180000,85.290001,81.477036,182400
2020-01-15,85.360001,86.940002,85.360001,86.230003,82.375015,119000
2020-01-16,86.870003,89.489998,86.860001,88.529999,84.572189,211100
2020-01-17,88.900002,89.620003,87.559998,87.690002,83.769745,184400
2020-01-21,87.370003,87.370003,85.430000,86.570000,82.699814,415400
2020-01-22,86.839996,87.339996,85.769997,85.959999,82.117081,229900
2020-01-23,86.089996,87.110001,85.930000,86.449997,82.585175,229000
2020-01-24,86.699997,86.970001,85.570000,86.160004,82.308144,141500
2020-01-27,85.000000,86.720001,85.000000,86.050003,82.203064,359600
2020-01-28,86.129997,88.360001,86.050003,87.730003,83.807961,327100
2020-01-29,88.150002,89.949997,87.050003,89.139999,85.154915,206500
2020-01-30,88.309998,88.760002,86.220001,87.480003,83.569138,205200
2020-01-31,87.470001,87.470001,84.500000,85.250000,81.438828,155500
2020-02-03,85.550003,86.379997,84.480003,85.269997,81.457924,178100
2020-02-04,86.160004,86.889999,85.720001,85.760002,81.926025,176300
2020-02-05,86.650002,89.330002,85.830002,89.129997,85.145363,168400
2020-02-06,89.019997,89.970001,88.309998,89.690002,85.680336,145400
2020-02-07,89.349998,89.580002,86.269997,86.300003,82.441887,190300
2020-02-10,86.410004,86.959999,85.099998,86.959999,83.072380,191600
2020-02-11,87.230003,88.680000,86.550003,88.250000,84.304710,105300
2020-02-12,88.500000,90.769997,88.070000,89.849998,85.833176,518800
2020-02-13,89.400002,91.000000,88.580002,90.989998,86.922211,161600
2020-02-14,91.570000,92.349998,90.790001,92.050003,87.934830,140600
2020-02-18,91.889999,94.190002,91.489998,94.019997,89.816750,367300
2020-02-19,94.330002,96.300003,94.070000,95.709999,91.431198,654200
2020-02-20,95.820000,98.000000,95.050003,97.839996,93.465973,448000
2020-02-21,97.599998,98.370003,96.449997,97.209999,92.864143,391800
2020-02-24,96.220001,104.470001,93.989998,96.360001,92.052147,717800
2020-02-25,94.360001,94.360001,87.500000,88.550003,84.591301,567500
2020-02-26,88.970001,92.250000,86.849998,87.169998,83.272987,549400
2020-02-27,85.220001,86.370003,81.230003,82.099998,78.429649,472300
2020-02-28,80.400002,83.279999,79.629997,81.849998,78.190826,402600
2020-03-02,80.949997,84.989998,80.510002,84.820000,81.028046,415500
