retail_recreation_2020-02-15,retail_recreation_2020-02-16,retail_recreation_2020-02-17,retail_recreation_2020-02-18,retail_recreation_2020-02-19,retail_recreation_2020-02-20,retail_recreation_2020-02-21,retail_recreation_2020-02-22,retail_recreation_2020-02-23,retail_recreation_2020-02-24,retail_recreation_2020-02-25,retail_recreation_2020-02-26,retail_recreation_2020-02-27,retail_recreation_2020-02-28,retail_recreation_2020-02-29,retail_recreation_2020-03-01,retail_recreation_2020-03-02,retail_recreation_2020-03-03,retail_recreation_2020-03-04,retail_recreation_2020-03-05,retail_recreation_2020-03-06,retail_recreation_2020-03-07,retail_recreation_2020-03-08,retail_recreation_2020-03-09,retail_recreation_2020-03-10,retail_recreation_2020-03-11,retail_recreation_2020-03-12,retail_recreation_2020-03-13,retail_recreation_2020-03-14,retail_recreation_2020-03-15,retail_recreation_2020-03-16,retail_recreation_2020-03-17,retail_recreation_2020-03-18,retail_recreation_2020-03-19,retail_recreation_2020-03-20,retail_recreation_2020-03-21,retail_recreation_2020-03-22,retail_recreation_2020-03-23,retail_recreation_2020-03-24,retail_recreation_2020-03-25,retail_recreation_2020-03-26,retail_recreation_2020-03-27,retail_recreation_2020-03-28,retail_recreation_2020-03-29,retail_recreation_2020-03-30,retail_recreation_2020-03-31,retail_recreation_2020-04-01,retail_recreation_2020-04-02,retail_recreation_2020-04-03,retail_recreation_2020-04-04,retail_recreation_2020-04-05,retail_recreation_2020-04-06,retail_recreation_2020-04-07,retail_recreation_2020-04-08,retail_recreation_2020-04-09,retail_recreation_2020-04-10,retail_recreation_2020-04-11,retail_recreation_2020-04-12,retail_recreation_2020-04-13,retail_recreation_2020-04-14,retail_recreation_2020-04-15,retail_recreation_2020-04-16,retail_recreation_2020-04-17,grocery_pharmacy_2020-02-15,grocery_pharmacy_2020-02-16,grocery_pharmacy_2020-02-17,grocery_pharmacy_2020-02-18,grocery_pharmacy_2020-02-19,grocery_pharmacy_2020-02-20,grocery_pharmacy_2020-02-21,grocery_pharmacy_2020-02-22,grocery_pharmacy_2020-02-23,grocery_pharmacy_2020-02-24,grocery_pharmacy_2020-02-25,grocery_pharmacy_2020-02-26,grocery_pharmacy_2020-02-27,grocery_pharmacy_2020-02-28,grocery_pharmacy_2020-02-29,grocery_pharmacy_2020-03-01,grocery_pharmacy_2020-03-02,grocery_pharmacy_2020-03-03,grocery_pharmacy_2020-03-04,grocery_pharmacy_2020-03-05,grocery_pharmacy_2020-03-06,grocery_pharmacy_2020-03-07,grocery_pharmacy_2020-03-08,grocery_pharmacy_2020-03-09,grocery_pharmacy_2020-03-10,grocery_pharmacy_2020-03-11,grocery_pharmacy_2020-03-12,grocery_pharmacy_2020-03-13,grocery_pharmacy_2020-03-14,grocery_pharmacy_2020-03-15,grocery_pharmacy_2020-03-16,grocery_pharmacy_2020-03-17,grocery_pharmacy_2020-03-18,grocery_pharmacy_2020-03-19,grocery_pharmacy_2020-03-20,grocery_pharmacy_2020-03-21,grocery_pharmacy_2020-03-22,grocery_pharmacy_2020-03-23,grocery_pharmacy_2020-03-24,grocery_pharmacy_2020-03-25,grocery_pharmacy_2020-03-26,grocery_pharmacy_2020-03-27,grocery_pharmacy_2020-03-28,grocery_pharmacy_2020-03-29,grocery_pharmacy_2020-03-30,grocery_pharmacy_2020-03-31,grocery_pharmacy_2020-04-01,grocery_pharmacy_2020-04-02,grocery_pharmacy_2020-04-03,grocery_pharmacy_2020-04-04,grocery_pharmacy_2020-04-05,grocery_pharmacy_2020-04-06,grocery_pharmacy_2020-04-07,grocery_pharmacy_2020-04-08,grocery_pharmacy_2020-04-09,grocery_pharmacy_2020-04-10,grocery_pharmacy_2020-04-11,grocery_pharmacy_2020-04-12,grocery_pharmacy_2020-04-13,grocery_pharmacy_2020-04-14,grocery_pharmacy_2020-04-15,grocery_pharmacy_2020-04-16,grocery_pharmacy_2020-04-17,parks_2020-02-15,parks_2020-02-16,parks_2020-02-17,parks_2020-02-18,parks_2020-02-19,parks_2020-02-20,parks_2020-02-21,parks_2020-02-22,parks_2020-02-23,parks_2020-02-24,parks_2020-02-25,parks_2020-02-26,parks_2020-02-27,parks_2020-02-28,parks_2020-02-29,parks_2020-03-01,parks_2020-03-02,parks_2020-03-03,parks_2020-03-04,parks_2020-03-05,parks_2020-03-06,parks_2020-03-07,parks_2020-03-08,parks_2020-03-09,parks_2020-03-10,parks_2020-03-11,parks_2020-03-12,parks_2020-03-13,parks_2020-03-14,parks_2020-03-15,parks_2020-03-16,parks_2020-03-17,parks_2020-03-18,parks_2020-03-19,parks_2020-03-20,parks_2020-03-21,parks_2020-03-22,parks_2020-03-23,parks_2020-03-24,parks_2020-03-25,parks_2020-03-26,parks_2020-03-27,parks_2020-03-28,parks_2020-03-29,parks_2020-03-30,parks_2020-03-31,parks_2020-04-01,parks_2020-04-02,parks_2020-04-03,parks_2020-04-04,parks_2020-04-05,parks_2020-04-06,parks_2020-04-07,parks_2020-04-08,parks_2020-04-09,parks_2020-04-10,parks_2020-04-11,parks_2020-04-12,parks_2020-04-13,parks_2020-04-14,parks_2020-04-15,parks_2020-04-16,parks_2020-04-17,transit_stations_2020-02-15,transit_stations_2020-02-16,transit_stations_2020-02-17,transit_stations_2020-02-18,transit_stations_2020-02-19,transit_stations_2020-02-20,transit_stations_2020-02-21,transit_stations_2020-02-22,transit_stations_2020-02-23,transit_stations_2020-02-24,transit_stations_2020-02-25,transit_stations_2020-02-26,transit_stations_2020-02-27,transit_stations_2020-02-28,transit_stations_2020-02-29,transit_stations_2020-03-01,transit_stations_2020-03-02,transit_stations_2020-03-03,transit_stations_2020-03-04,transit_stations_2020-03-05,transit_stations_2020-03-06,transit_stations_2020-03-07,transit_stations_2020-03-08,transit_stations_2020-03-09,transit_stations_2020-03-10,transit_stations_2020-03-11,transit_stations_2020-03-12,transit_stations_2020-03-13,transit_stations_2020-03-14,transit_stations_2020-03-15,transit_stations_2020-03-16,transit_stations_2020-03-17,transit_stations_2020-03-18,transit_stations_2020-03-19,transit_stations_2020-03-20,transit_stations_2020-03-21,transit_stations_2020-03-22,transit_stations_2020-03-23,transit_stations_2020-03-24,transit_stations_2020-03-25,transit_stations_2020-03-26,transit_stations_2020-03-27,transit_stations_2020-03-28,transit_stations_2020-03-29,transit_stations_2020-03-30,transit_stations_2020-03-31,transit_stations_2020-04-01,transit_stations_2020-04-02,transit_stations_2020-04-03,transit_stations_2020-04-04,transit_stations_2020-04-05,transit_stations_2020-04-06,transit_stations_2020-04-07,transit_stations_2020-04-08,transit_stations_2020-04-09,transit_stations_2020-04-10,transit_stations_2020-04-11,transit_stations_2020-04-12,transit_stations_2020-04-13,transit_stations_2020-04-14,transit_stations_2020-04-15,transit_stations_2020-04-16,transit_stations_2020-04-17,workplaces_2020-02-15,workplaces_2020-02-16,workplaces_2020-02-17,workplaces_2020-02-18,workplaces_2020-02-19,workplaces_2020-02-20,workplaces_2020-02-21,workplaces_2020-02-22,workplaces_2020-02-23,workplaces_2020-02-24,workplaces_2020-02-25,workplaces_2020-02-26,workplaces_2020-02-27,workplaces_2020-02-28,workplaces_2020-02-29,workplaces_2020-03-01,workplaces_2020-03-02,workplaces_2020-03-03,workplaces_2020-03-04,workplaces_2020-03-05,workplaces_2020-03-06,workplaces_2020-03-07,workplaces_2020-03-08,workplaces_2020-03-09,workplaces_2020-03-10,workplaces_2020-03-11,workplaces_2020-03-12,workplaces_2020-03-13,workplaces_2020-03-14,workplaces_2020-03-15,workplaces_2020-03-16,workplaces_2020-03-17,workplaces_2020-03-18,workplaces_2020-03-19,workplaces_2020-03-20,workplaces_2020-03-21,workplaces_2020-03-22,workplaces_2020-03-23,workplaces_2020-03-24,workplaces_2020-03-25,workplaces_2020-03-26,workplaces_2020-03-27,workplaces_2020-03-28,workplaces_2020-03-29,workplaces_2020-03-30,workplaces_2020-03-31,workplaces_2020-04-01,workplaces_2020-04-02,workplaces_2020-04-03,workplaces_2020-04-04,workplaces_2020-04-05,workplaces_2020-04-06,workplaces_2020-04-07,workplaces_2020-04-08,workplaces_2020-04-09,workplaces_2020-04-10,workplaces_2020-04-11,workplaces_2020-04-12,workplaces_2020-04-13,workplaces_2020-04-14,workplaces_2020-04-15,workplaces_2020-04-16,workplaces_2020-04-17,residential_2020-02-15,residential_2020-02-16,residential_2020-02-17,residential_2020-02-18,residential_2020-02-19,residential_2020-02-20,residential_2020-02-21,residential_2020-02-22,residential_2020-02-23,residential_2020-02-24,residential_2020-02-25,residential_2020-02-26,residential_2020-02-27,residential_2020-02-28,residential_2020-02-29,residential_2020-03-01,residential_2020-03-02,residential_2020-03-03,residential_2020-03-04,residential_2020-03-05,residential_2020-03-06,residential_2020-03-07,residential_2020-03-08,residential_2020-03-09,residential_2020-03-10,residential_2020-03-11,residential_2020-03-12,residential_2020-03-13,residential_2020-03-14,residential_2020-03-15,residential_2020-03-16,residential_2020-03-17,residential_2020-03-18,residential_2020-03-19,residential_2020-03-20,residential_2020-03-21,residential_2020-03-22,residential_2020-03-23,residential_2020-03-24,residential_2020-03-25,residential_2020-03-26,residential_2020-03-27,residential_2020-03-28,residential_2020-03-29,residential_2020-03-30,residential_2020-03-31,residential_2020-04-01,residential_2020-04-02,residential_2020-04-03,residential_2020-04-04,residential_2020-04-05,residential_2020-04-06,residential_2020-04-07,residential_2020-04-08,residential_2020-04-09,residential_2020-04-10,residential_2020-04-11,residential_2020-04-12,residential_2020-04-13,residential_2020-04-14,residential_2020-04-15,residential_2020-04-16,residential_2020-04-17,state,county
5,0,3,-4,4,-7,3,5,3,-2,7,16,12,12,15,16,8,20,7,7,9,12,12,10,9,10,10,7,1,-7,-2,-11,-13,-20,-27,-35,-40,-33,-32,-28,-30,-30,-36,-41,-33,-36,-25,-32,-29,-41,-50,-37,-39,-36,-35,-34,-39,NA,NA,NA,NA,NA,NA,2,-2,0,-3,1,-6,0,4,2,-3,3,5,6,6,10,10,4,15,0,6,4,8,8,8,8,8,22,32,28,16,24,17,13,15,10,5,-7,-6,-5,-4,-3,-2,-2,-13,-10,-11,5,3,12,8,-18,-10,-11,-9,-4,-4,3,NA,NA,NA,NA,NA,NA,39,-7,17,-11,6,-25,12,46,24,-13,27,7,14,20,55,53,-2,33,-8,0,29,63,55,45,21,27,43,26,55,16,22,25,39,27,7,10,2,-11,4,36,32,30,22,19,10,-23,19,12,17,4,-1,3,-15,-1,5,4,11,NA,NA,NA,NA,NA,NA,7,3,7,-1,4,-1,9,13,16,2,7,11,9,10,20,21,5,5,2,4,10,18,20,9,4,7,8,7,12,6,2,-1,-3,-8,-14,-13,-22,-22,-18,-15,-19,-24,-25,-30,-25,-26,-20,-25,-29,-33,-40,-29,-31,-30,-31,-37,-35,NA,NA,NA,NA,NA,NA,2,-1,-17,1,1,0,1,6,2,-2,-1,0,2,1,5,4,2,2,0,2,2,7,3,2,1,1,1,-2,4,-4,-10,-17,-22,-25,-29,-16,-27,-33,-34,-36,-36,-37,-22,-32,-38,-40,-39,-39,-40,-26,-36,-41,-42,-43,-43,-48,-29,NA,NA,NA,NA,NA,NA,-1,1,4,2,0,3,0,-1,0,2,0,-1,-1,-1,-3,-2,0,-1,1,1,-1,-2,-1,-1,0,-1,-1,0,0,2,4,7,8,10,14,8,9,14,15,13,14,16,9,9,14,17,14,16,16,11,12,16,18,17,18,20,10,NA,NA,NA,NA,NA,NA,Alabama,""
5,0,8,-2,-2,-8,-3,1,0,-2,10,17,14,12,21,15,15,22,5,7,4,9,10,15,13,12,14,8,6,-4,3,-6,-6,-13,-24,-30,-38,-22,-20,-20,-22,-27,-29,-42,-25,-27,-16,-24,-24,-39,-53,-30,-35,-31,-29,-30,-37,NA,NA,NA,NA,NA,NA,7,1,0,0,0,-3,-2,1,3,-5,0,5,11,10,10,13,4,8,-4,12,10,10,8,11,12,12,26,51,38,22,23,16,22,27,23,11,2,7,3,5,11,13,6,-8,1,-4,17,19,37,20,-8,-1,-2,-3,8,12,16,NA,NA,NA,NA,NA,NA,NA,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-27,2,2,1,3,8,5,2,3,4,2,2,5,3,5,4,3,3,4,10,9,4,-2,4,2,3,3,-6,-13,-18,-23,-26,-29,-18,-32,-34,-34,-37,-36,-36,-19,-35,-36,-39,-39,-38,-39,-25,-38,-40,-42,-43,-43,-49,-30,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,2,0,NA,NA,1,-1,-1,-2,-2,NA,NA,-1,-1,2,1,-1,NA,NA,-2,0,-1,-2,-2,NA,NA,3,7,8,11,14,NA,NA,12,13,13,14,16,NA,NA,13,17,14,16,17,NA,NA,15,18,19,17,20,NA,NA,NA,NA,NA,NA,NA,Alabama,Autauga County
17,8,9,7,12,5,15,15,17,10,11,20,13,13,18,17,7,13,4,7,8,16,19,10,11,17,15,15,16,16,9,1,-3,-14,-28,-39,-40,-35,-36,-34,-36,-36,-43,-47,-41,-43,-36,-40,-39,-48,-55,-46,-47,-42,-41,-41,-44,NA,NA,NA,NA,NA,NA,12,8,9,8,9,5,13,17,20,9,10,19,11,14,17,23,10,14,6,11,10,22,26,14,14,19,28,38,42,49,39,31,31,24,13,2,-6,-9,-9,-8,-10,-9,-14,-19,-18,-19,-4,-10,-6,-10,-27,-23,-19,-13,-11,-13,-10,NA,NA,NA,NA,NA,NA,55,-12,31,21,41,-10,59,56,92,12,34,38,39,66,109,53,27,37,6,25,63,68,72,44,60,62,65,105,92,84,48,57,58,31,8,-25,-14,-27,-21,-13,-22,-6,-32,-27,-37,-46,-27,-34,-23,-42,-44,-43,-41,-35,-38,-31,-42,NA,NA,NA,NA,NA,NA,8,7,7,0,8,4,18,4,19,1,2,8,7,9,16,36,3,6,2,4,10,14,30,8,10,20,17,19,21,35,5,10,10,2,-7,-11,-3,-13,-11,-9,-16,-20,-27,-24,-24,-16,-15,-26,-28,-36,-39,-34,-29,-23,-30,-40,-39,NA,NA,NA,NA,NA,NA,6,-3,-3,2,3,0,1,4,4,-15,-23,2,1,2,9,8,4,4,3,3,4,12,8,5,4,6,3,-3,10,6,-2,-7,-15,-18,-24,-15,-25,-27,-29,-30,-32,-33,-23,-32,-33,-35,-34,-35,-36,-27,-35,-37,-37,-38,-40,-45,-28,NA,NA,NA,NA,NA,NA,-2,2,1,0,-1,3,-1,-2,-2,3,3,-1,0,-1,-3,-2,-1,-2,1,0,-1,-2,-1,-1,-1,-2,-2,0,-1,0,2,4,6,8,10,9,8,10,12,11,12,13,9,9,12,15,12,14,15,12,11,14,15,14,15,18,11,NA,NA,NA,NA,NA,NA,Alabama,Baldwin County
5,-3,12,4,1,-6,7,-1,3,5,5,18,19,17,12,17,21,29,5,14,17,11,17,20,10,11,17,24,13,17,18,7,8,2,-5,-12,-19,-11,-17,-10,-14,-14,-15,-27,-15,-23,-7,-10,-9,-22,-40,NA,NA,NA,NA,-18,NA,NA,NA,NA,NA,NA,NA,-2,-4,-11,-19,-8,-24,-10,2,-9,-18,-20,-7,-6,-11,-3,-2,-4,1,-25,-16,-5,3,3,-10,-11,-8,-2,5,21,7,15,10,3,-5,5,1,-15,-14,-18,-14,-13,-13,-5,-20,-18,-21,7,-6,0,3,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-8,-14,1,0,2,1,-4,5,6,2,4,7,-2,0,-2,10,1,-9,1,5,4,5,8,4,3,4,4,-8,-2,3,-8,-6,-12,-15,-9,-21,-17,-21,-21,-23,-25,-24,-23,-19,-24,-25,-23,-29,-29,-30,-26,-26,-30,-29,-37,-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,Barbour County
14,-3,7,-4,-1,-1,-5,6,-5,2,7,15,22,5,23,20,8,18,4,14,5,17,12,23,12,9,16,13,21,3,15,4,2,-1,-10,-10,-36,-16,-12,-9,-5,-9,-10,-25,-14,-19,-8,-8,-10,-12,-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-2,6,7,-3,-11,8,-2,-2,6,11,3,5,-2,3,6,8,16,-13,3,3,5,2,21,18,6,6,26,29,7,30,21,16,16,26,10,-7,7,5,2,2,-1,7,-10,-13,-20,13,-1,12,17,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-3,-13,1,0,1,4,19,-2,2,4,6,6,5,6,3,2,3,-1,2,3,11,2,6,4,2,9,11,16,-3,-8,-9,-12,-17,-18,-10,-32,-31,-30,-31,-30,-34,-16,-32,-30,-33,-31,-34,-31,-21,-35,-32,-33,-36,-36,-42,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,Bibb County
7,1,5,-8,2,-6,-4,9,4,1,6,14,15,8,19,15,10,34,7,8,6,19,15,12,10,3,17,6,19,-12,3,-10,-17,-19,-28,-24,-38,-30,-30,-24,-26,-29,-21,-36,-23,-28,-19,-23,-20,-23,-49,NA,NA,NA,NA,-25,-20,NA,NA,NA,NA,NA,NA,1,7,-5,-9,3,0,-2,3,6,-9,-2,2,10,4,15,11,-2,13,1,7,2,8,11,4,2,6,22,28,31,17,21,22,18,17,13,11,-2,-12,-7,-5,2,2,6,-2,-10,-7,9,8,20,18,-17,-5,-13,-5,1,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,-13,1,1,-1,0,6,1,1,1,0,2,3,8,1,3,1,1,1,1,7,-2,4,0,2,2,1,10,-11,-6,-17,-21,-26,-29,-18,-29,-31,-32,-34,-34,-34,-18,-29,-31,-37,-37,-36,-36,-22,-33,-37,-39,-40,-38,-45,-24,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,3,1,NA,NA,3,0,-1,-1,-1,NA,NA,2,-1,1,2,0,NA,NA,-1,1,1,-1,1,NA,NA,5,8,9,10,14,NA,NA,16,14,13,13,15,NA,NA,12,16,14,15,14,NA,NA,15,17,16,16,20,NA,NA,NA,NA,NA,NA,NA,Alabama,Blount County
NA,NA,-40,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA,NA,NA,NA,-37,NA,NA,NA,NA,NA,NA,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-6,-7,-7,0,-2,-9,0,-10,NA,-11,4,NA,25,11,-4,2,7,-4,6,-6,0,0,-4,NA,7,0,25,33,-2,NA,4,4,2,16,0,-8,-2,-17,-2,-10,9,-6,-12,-11,-15,NA,-4,20,-8,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24,2,-1,-4,0,NA,NA,-3,2,-1,0,-5,NA,NA,-1,-2,-12,-1,2,NA,NA,-4,2,-3,-4,-3,NA,NA,-13,-11,-21,-21,-25,NA,NA,-22,-20,-25,-22,-24,NA,NA,-28,-24,-24,-27,-29,NA,NA,-31,-30,-34,-31,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,Bullock County
2,2,1,0,2,-6,6,8,15,-7,16,39,28,20,16,38,8,42,19,18,6,20,25,7,12,27,22,12,17,24,4,3,10,-1,-20,-27,-33,-31,-18,-10,-23,-28,-29,-37,-35,-25,-5,-23,-27,-41,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,-10,-2,-11,-13,-8,-8,6,3,-15,2,0,7,6,1,12,3,10,-22,15,-1,0,3,8,-1,-1,14,22,27,23,28,7,17,27,9,2,-3,-7,-6,2,-4,-1,2,-5,-9,-22,7,18,16,3,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,-36,NA,NA,-34,-44,-47,-45,-48,NA,NA,-34,-44,-62,-64,-50,NA,-49,-47,-53,-57,NA,NA,NA,NA,NA,NA,0,-8,-16,-2,-1,-1,-2,15,-2,-4,-2,0,0,-1,0,-4,-1,-1,-3,0,-2,20,14,-1,1,-1,1,0,3,0,-7,-7,-6,-19,-28,-20,-26,-24,-28,-27,-30,-31,-18,-30,-36,-37,-35,-36,-35,-28,-30,-41,-42,-40,-40,-50,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,Butler County
