Date,Sears Holdings Corporation,Costco,Walmart,Big 5 Sporting Goods Corporation,Macy
2020-02-24,114.28571428571429,104.10968178560888,97.59207823488416,117.62589928057555,100.52049446974627
2020-02-25,119.04761904761905,101.20502095355933,95.97281406203852,105.75539568345324,94.99024072869226
2020-02-26,119.04761904761905,101.47723149240578,95.46102616895669,83.81294964028777,88.41899804814574
2020-02-27,114.28571428571429,97.30779933965607,92.62522036034532,81.65467625899281,83.92973324658426
2020-02-28,95.23809523809524,93.3275874162657,90.34314807713486,80.2158273381295,86.07677293428758
2020-03-02,100.0,102.62250207882428,97.22291723763877,82.73381294964028,84.5152895250488
2020-03-03,100.0,100.49462921572929,94.73110336888827,79.13669064748203,82.3031880286272
2020-03-04,95.23809523809524,106.47324413999615,97.96962416361063,81.65467625899281,82.36824983734549
2020-03-05,95.23809523809524,104.82008381423731,97.25647793847675,80.93525179856115,75.34157449577098
2020-03-06,95.23809523809524,103.35281049504749,98.35556760876638,80.57553956834533,74.75601821730645
2020-03-09,90.47619047619048,100.2456582872679,98.29683868954042,69.06474820143886,67.85946649316851
2020-03-10,85.71428571428572,102.70880502950489,100.50339708862494,69.06474820143886,67.33897202342226
2020-03-11,80.95238095238095,98.73522867929987,96.0063747628765,61.51079136690648,61.74365647364997
2020-03-12,76.19047619047619,92.89935443166095,87.29759313201454,49.64028776978417,48.01561483409239
2020-03-13,76.19047619047619,100.34191974312576,95.7295042246916,53.9568345323741,52.24463240078074
2020-03-16,76.19047619047619,94.00478103853345,89.57127293277502,45.68345323741008,43.656473649967474
2020-03-17,76.19047619047619,101.90877711820399,100.0587297582225,44.964028776978424,43.59141184124919
2020-03-18,71.42857142857143,102.07808066917012,102.84419829106136,34.89208633093526,40.33832140533507
2020-03-19,66.66666666666667,101.32120937860873,100.21813490698658,36.330935251798564,43.52635003253091
2020-03-20,66.66666666666667,96.40818704050548,95.62043719069658,32.014388489208635,39.167208848405984
2020-03-23,66.66666666666667,94.78489193947989,95.88052444197459,36.330935251798564,31.294729993493817
2020-03-24,76.19047619047619,94.58903580497397,96.50977185150144,43.884892086330936,36.82498373454782
2020-03-25,76.19047619047619,93.23462831080296,91.78622381430952,42.0863309352518,43.005855562784646
2020-03-26,66.66666666666667,97.03226586881775,92.13860068565147,44.964028776978424,38.64671437865973
2020-03-27,66.66666666666667,94.38653447040681,91.93724319259597,43.52517985611511,35.97918022121015
2020-03-30,66.66666666666667,96.64055393176717,96.6440138158568,37.76978417266187,34.938191281717636
2020-03-31,66.66666666666667,94.6521094360679,95.32679007757713,38.489208633093526,31.945348080676645
2020-04-01,61.904761904761905,95.19984348691555,95.76306492552958,35.251798561151084,28.82238126219909
2020-04-02,61.904761904761905,96.76006528880843,99.54694186514067,25.89928057553957,28.952504879635654
2020-04-03,61.904761904761905,95.82060934207308,100.24330983734691,25.539568345323744,31.294729993493817
2020-04-06,61.904761904761905,101.28801126304646,105.7722945587332,29.85611510791367,36.62979830839298
2020-04-07,61.904761904761905,100.79339233811554,102.34918697291404,30.215827338129497,38.45152895250488
2020-04-08,61.904761904761905,101.57018030707012,102.22333581301558,34.172661870503596,39.10214703968771
2020-04-09,66.66666666666667,99.5916943165481,102.18978182414997,34.89208633093526,43.331164606376056
2020-04-13,66.66666666666667,99.4622244543296,105.12626973527527,34.53237410071943,40.07807417046194
2020-04-14,66.66666666666667,104.28230826856688,108.23055443861809,36.330935251798564,40.33832140533507
2020-04-15,66.66666666666667,102.99760964671393,108.02919107258677,34.89208633093526,37.2804163955758
2020-04-16,66.66666666666667,106.74545501080385,111.0244146149104,32.014388489208635,37.47560182173065
2020-04-17,66.66666666666667,105.5371210840898,110.84821946726704,33.45323741007194,38.51659076122316
2020-04-20,66.66666666666667,103.59845882347825,108.9437065367278,35.251798561151084,34.54782042940794
2020-04-21,66.66666666666667,100.02987551553166,108.40674958626145,33.45323741007194,33.9622641509434
2020-04-22,61.904761904761905,102.71545056152738,110.40355213686462,33.45323741007194,31.359791802212104
2020-04-23,66.66666666666667,101.38096007771081,107.83622522298472,33.81294964028777,31.815224463240074
2020-04-24,66.66666666666667,103.09055846137825,108.59971459686692,33.81294964028777,32.66102797657775
