Date,Open,High,Low,Close,Adj Close,Volume
2019-11-26,1610.199951,1626.599976,1609.199951,1626.599976,1626.599976,2
2019-11-27,1633.000000,1653.199951,1633.000000,1653.199951,1653.199951,3
2019-11-28,1643.199951,1652.000000,1643.199951,1652.000000,1652.000000,4
2019-11-29,1645.000000,1654.199951,1645.000000,1646.000000,1646.000000,25
2019-12-02,1637.199951,1643.199951,1594.800049,1594.800049,1594.800049,13
2019-12-03,1610.199951,1613.800049,1578.199951,1584.000000,1584.000000,4
2019-12-04,1598.199951,1606.400024,1591.800049,1606.400024,1606.400024,0
2019-12-05,1586.000000,1597.000000,1573.000000,1573.000000,1573.000000,35
2019-12-06,1572.400024,1580.199951,1572.400024,1580.199951,1580.199951,5
2019-12-09,1582.800049,1592.599976,1578.599976,1588.000000,1588.000000,0
2019-12-10,1579.599976,1580.599976,1569.599976,1574.800049,1574.800049,2
2019-12-11,1569.599976,1571.199951,1565.800049,1569.000000,1569.000000,1
2019-12-12,1570.800049,1579.199951,1570.800049,1579.199951,1579.199951,13
2019-12-13,1584.599976,1585.400024,1577.199951,1577.199951,1577.199951,0
2019-12-16,1580.599976,1588.000000,1580.599976,1581.800049,1581.800049,2
2019-12-17,1589.199951,1598.400024,1585.800049,1598.400024,1598.400024,5
2019-12-18,1602.400024,1610.599976,1602.400024,1609.599976,1609.599976,0
2019-12-19,1599.599976,1600.400024,1599.599976,1599.800049,1599.800049,0
2019-12-20,1609.400024,1623.400024,1608.000000,1623.400024,1623.400024,9
2019-12-23,1611.400024,1616.000000,1611.400024,1616.000000,1616.000000,2
2019-12-27,1680.000000,1687.400024,1675.599976,1687.400024,1687.400024,28
2019-12-30,1669.400024,1673.000000,1662.599976,1662.599976,1662.599976,0
2020-01-02,1659.000000,1684.000000,1659.000000,1684.000000,1684.000000,59
2020-01-03,1684.000000,1684.000000,1671.000000,1675.400024,1675.400024,3
2020-01-06,1672.000000,1689.000000,1641.400024,1689.000000,1689.000000,5
2020-01-07,1700.000000,1705.000000,1700.000000,1704.400024,1704.400024,5
2020-01-08,1691.000000,1713.000000,1691.000000,1711.000000,1711.000000,27
2020-01-09,1705.000000,1725.599976,1705.000000,1725.599976,1725.599976,25
2020-01-10,1715.000000,1716.599976,1707.400024,1707.400024,1707.400024,13
2020-01-13,1704.800049,1704.800049,1695.400024,1695.400024,1695.400024,3
2020-01-14,1698.000000,1701.000000,1680.000000,1680.000000,1680.000000,40
2020-01-15,1678.000000,1680.000000,1676.000000,1677.000000,1677.000000,10
2020-01-16,1674.000000,1676.599976,1674.000000,1675.000000,1675.000000,5
2020-01-17,1690.000000,1691.000000,1687.000000,1688.400024,1688.400024,1
2020-01-20,1681.000000,1683.000000,1676.000000,1680.000000,1680.000000,10
2020-01-21,1670.000000,1683.400024,1669.000000,1683.400024,1683.400024,0
2020-01-22,1714.000000,1716.000000,1711.000000,1716.000000,1716.000000,3
2020-01-23,1699.400024,1701.000000,1699.400024,1701.000000,1701.000000,0
2020-01-24,1706.000000,1714.000000,1706.000000,1714.000000,1714.000000,12
2020-01-27,1661.000000,1664.000000,1647.000000,1664.000000,1664.000000,12
2020-01-28,1670.000000,1670.000000,1665.000000,1670.000000,1670.000000,0
2020-01-29,1687.000000,1699.599976,1687.000000,1689.000000,1689.000000,6
2020-01-30,1678.000000,1684.000000,1676.000000,1684.000000,1684.000000,0
2020-01-31,1838.000000,1870.000000,1835.400024,1837.000000,1837.000000,109
2020-02-03,1825.000000,1851.000000,1810.400024,1810.400024,1810.400024,23
2020-02-04,1825.000000,1839.599976,1825.000000,1839.599976,1839.599976,13
2020-02-05,1849.000000,1865.000000,1849.000000,1864.000000,1864.000000,7
2020-02-06,1864.000000,1867.000000,1857.599976,1858.000000,1858.000000,4
2020-02-07,1865.000000,1916.000000,1860.000000,1910.400024,1910.400024,63
2020-02-10,1896.000000,1942.199951,1893.800049,1942.199951,1942.199951,11
