Date,Google,Crude_Oil,Gold,Amazon,Silver,Ebay,Slack,MacDonald,Macy,Zoom,HelloFresh
2020-01-31,1432.780029,51.560001,1582.900024,1837.0,17.972,33.560001,18.32,213.97000099999997,15.95,76.300003,24.799999
2020-02-03,1482.599976,50.110001000000004,1577.199951,1810.4000239999998,17.639999,34.389998999999996,18.52,215.17999300000002,16.459999,87.660004,24.389999
2020-02-04,1445.410034,49.610001000000004,1550.400024,1839.5999760000002,17.528,37.41,20.85,214.61999500000002,16.469998999999998,85.790001,25.34
2020-02-05,1446.050049,50.75,1557.800049,1864.0,17.569,37.130001,20.950001,214.36999500000002,17.450001,86.989998,25.34
2020-02-06,1475.969971,50.950001,1565.099976,1858.0,17.789,38.0,20.950001,212.86999500000002,16.950001,87.260002,25.34
2020-02-07,1479.109985,50.32,1568.599976,1910.4000239999998,17.665001,36.200001,21.049999,211.61000099999998,16.4,88.639999,25.34
2020-02-10,1508.660034,49.57,1574.699951,1942.199951,17.757998999999998,36.02,23.450001,213.210007,16.23,89.66999799999999,24.700001
2020-02-11,1510.060059,49.939999,1565.599976,1993.0,17.573,36.439999,23.450001,215.729996,16.360001,88.68,24.700001
2020-02-12,1518.630005,51.169998,1567.400024,1990.0,17.478001000000003,37.150002,23.549999,217.460007,17.0,88.279999,24.700001
2020-02-13,1513.390015,51.419998,1575.099976,1991.0,17.6,37.189999,24.25,217.419998,16.74,89.860001,25.299999
2020-02-14,1518.72998,52.049999,1582.699951,1964.4000239999998,17.715,38.139998999999996,25.75,217.08999599999999,16.67,90.949997,25.15
2020-02-18,1519.439941,52.049999,1600.0,1995.0,18.131001,37.869999,25.950001,216.149994,16.07,96.389999,25.15
2020-02-19,1524.869995,53.290001000000004,1607.5,2023.0,18.292,37.529999,25.85,215.63000499999998,16.290001,103.93,25.15
2020-02-20,1516.98999,53.779999,1616.599976,2000.5,18.309,37.689999,25.85,215.080002,16.639999,105.290001,25.15
2020-02-21,1483.459961,53.380001,1644.599976,1950.0,18.521,38.200001,26.15,215.86999500000002,16.23,101.760002,25.15
2020-02-24,1419.859985,51.43,1672.400024,1843.4000239999998,18.868,37.259997999999996,25.65,213.520004,15.45,105.010002,25.15
2020-02-25,1386.319946,49.900002,1646.900024,1835.4000239999998,18.183001,36.459998999999996,25.15,212.100006,14.6,107.08000200000001,25.15
2020-02-26,1390.469971,48.73,1640.0,1812.199951,17.826,36.689999,24.950001,210.100006,13.59,106.879997,25.15
2020-02-27,1314.949951,46.810001,1643.099976,1754.5999760000002,17.799999,35.040001000000004,24.1,201.0,12.9,113.550003,25.15
2020-02-28,1339.25,47.09,1642.5,1670.599976,17.658001000000002,34.639998999999996,23.950001,194.169998,13.23,105.0,25.15
2020-03-02,1386.319946,44.759997999999996,1566.699951,1696.199951,16.386999,35.959998999999996,24.6,202.550003,12.99,113.110001,24.6
2020-03-03,1337.719971,46.75,1594.800049,1754.199951,16.679001,36.720001,24.6,199.509995,12.65,117.470001,26.311398999999998
2020-03-04,1381.599976,47.18,1644.400024,1755.4000239999998,17.129,38.490002000000004,24.549999,207.020004,12.66,116.800003,26.311398999999998
2020-03-05,1314.76001,46.779999,1643.0,1729.4000239999998,17.187,37.220001,26.549999,198.320007,11.58,125.0,26.311398999999998
2020-03-06,1295.73999,45.900002,1668.0,1664.199951,17.341998999999998,36.389998999999996,23.549999,198.860001,11.49,114.32,26.311398999999998
2020-03-09,1215.790039,41.279999,1672.400024,1588.800049,17.214001,35.52,21.450001,186.860001,10.43,113.75,26.311398999999998
2020-03-10,1275.170044,31.129998999999998,1675.699951,1646.199951,17.000999,36.040001000000004,21.35,199.860001,10.35,108.489998,26.299999
2020-03-11,1210.900024,34.360001000000004,1660.300049,1615.199951,16.906,34.830002,21.299999,188.25,9.49,110.300003,23.25
2020-03-12,1111.550049,32.98,1642.300049,1525.0,16.729,33.029999,20.549999,170.130005,7.38,109.470001,21.0
2020-03-13,1214.27002,32.93,1590.300049,1541.599976,14.685,33.990002000000004,14.62,177.130005,8.03,107.470001,20.32
2020-03-16,1073.0,31.73,1516.699951,1537.0,14.5,32.240002000000004,16.940001000000002,149.009995,6.71,107.860001,20.0
2020-03-17,1118.060059,28.700001,1486.5,1629.599976,12.816,33.279999,18.299999,147.619995,6.7,111.099998,22.1
2020-03-18,1091.189941,27.33,1525.800049,1650.0,12.495,31.299999,15.74,137.300003,6.2,118.709999,26.5
2020-03-19,1111.670044,20.83,1477.900024,1814.800049,11.772,29.6,15.74,149.5,6.69,123.769997,24.0
2020-03-20,1068.209961,25.91,1479.300049,1760.199951,12.134,27.58,20.6,148.490005,6.02,130.550003,26.0
2020-03-23,1054.130005,24.450001,1575.699951,1764.5999760000002,13.835,26.34,21.1,137.100006,4.81,159.559998,28.0
2020-03-24,1130.01001,24.549999,1696.0999760000002,1774.199951,14.775,27.67,23.950001,161.949997,5.66,135.179993,29.0
2020-03-25,1101.619995,24.309998999999998,1638.099976,1762.5999760000002,14.65,28.370001000000002,23.950001,162.979996,6.61,138.110001,29.98
2020-03-26,1162.920044,23.049999,1636.599976,1741.5999760000002,14.57,30.16,26.700001,167.350006,5.94,141.149994,28.75
2020-03-27,1110.26001,21.84,1630.599976,1728.0,14.625,30.18,26.15,164.009995,5.53,151.699997,27.667601
2020-03-30,1146.310059,20.48,1637.199951,1780.800049,14.155,31.190001000000002,26.6,168.130005,5.37,150.880005,30.5
2020-03-31,1161.949951,20.280001000000002,1592.400024,1799.800049,14.135,30.059998999999998,25.049999,165.350006,4.91,146.119995,33.509997999999996
2020-04-01,1102.099976,21.190001000000002,1605.199951,1750.199951,14.09,28.780001000000002,24.4,158.169998,4.43,137.0,32.25
2020-04-02,1117.030029,24.77,1637.699951,1756.199951,14.615,29.190001000000002,24.200001,161.5,4.45,121.93,34.0
2020-04-03,1092.699951,29.0,1648.800049,1751.199951,14.525,29.41,22.0,160.330002,4.81,128.199997,30.799999
2020-04-06,1183.189941,26.83,1730.699951,1826.5999760000002,15.685,31.18,22.9,177.03999299999998,5.63,122.940002,31.5
2020-04-07,1182.560059,26.08,1693.9000239999998,1852.0,15.169,31.620001000000002,22.9,175.58999599999999,5.91,113.75,27.9
2020-04-08,1207.0,26.41,1680.699951,1862.4000239999998,15.245,33.009997999999996,22.799999,177.490005,6.01,117.809998,29.5
2020-04-09,1206.569946,23.190001000000002,1740.5999760000002,1854.5999760000002,15.915,33.830002,22.700001,183.699997,6.66,124.510002,30.0
2020-04-14,1265.22998,20.860001,1751.300049,2081.0,15.98,35.740002000000004,22.700001,183.990005,6.2,141.889999,30.5
2020-04-15,1257.300049,20.290001,1743.300049,2102.5,15.61,36.189999,24.1,177.83999599999999,5.73,151.559998,30.5
2020-04-16,1257.430054,19.9,1730.0999760000002,2208.0,15.73,37.220001,27.200001,179.5,5.76,150.259995,35.299999
2020-04-17,1279.0,18.120001000000002,1694.5,2166.5,15.335,37.459998999999996,25.4,186.100006,5.92,150.059998,34.790001000000004
2020-04-20,1261.150024,-2.72,1707.699951,2228.0,15.505,37.639998999999996,26.9,181.649994,5.31,148.990005,34.25
2020-04-21,1212.160034,9.06,1706.0,2157.5,14.97,37.610001000000004,24.9,177.580002,5.22,143.270004,36.5
2020-04-22,1258.410034,11.57,1687.800049,2195.5,14.876,38.25,24.4,186.479996,4.82,150.25,36.5
2020-04-23,1271.170044,17.17,1747.5999760000002,2217.5,15.355,37.91,25.0,182.03999299999998,4.89,169.08999599999999,35.299999
2020-04-24,1276.599976,17.18,1745.699951,2221.5,15.355,39.349998,23.9,184.020004,5.02,158.800003,36.402802
