Date,restaurant_Starbucks,restaurant_Kura Sushi,restaurant_Carrols restaurant group,restaurant_Dine Brands,restaurant_Ark Restaurants,transport_UAL,transport_JBLU,transport_ALK,transport_AAL,transport_DAL,IT_Google,IT_Facebook,IT_Amazon,IT_Slack,IT_Microsoft,IT_Zoom,online entertainment_Sony,online entertainment_Netflix,online entertainment_Blizzard,online entertainment_The stars group Inc,online entertainment_Nintendo,retail_Sears Holdings Corporation,retail_Costco,retail_Walmart,retail_Big 5 Sporting Goods Corporation,retail_Macy,medicine & health_Medtronic plc,medicine & health_Johnson & Johnson,medicine & health_CVS,medicine & health_3M,medicine & health_General Electric Company,travel_Hilton,travel_Disney,travel_Expedia,travel_Universal,travel_Booking
2019-11-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.00000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2019-11-27,101.43093546430785,101.49676785990162,97.88557213930349,102.25489606035491,100.40039539539538,100.31263582767063,99.68944099378884,99.61116936603773,99.65577279365829,99.32126869685466,99.93373990860624,101.52284212935196,101.63531140984107,101.23762370110774,100.19075708867169,98.56306287583487,100.90261121448579,101.10083622198589,100.57227618874936,101.55005858608887,100.12309601464521,100.0,99.84066524500949,99.6392314852046,96.76258992805757,100.7156798959011,101.02398183734874,100.4228344451824,100.13343874743958,100.81546122591648,103.125,100.99696448917585,99.89448496369351,102.22557797908627,100.62086564885497,101.00611352783022
2019-11-29,101.02885764022842,104.93528337116844,98.50746268656718,103.25152622093657,101.25125125125125,100.04312311248117,99.74120082815735,99.38076038649884,98.93287776016791,99.73895231011056,99.3213987814166,101.34190982890934,101.19267332388058,103.21781667238531,99.57245674914464,99.12186806163555,100.52256213705266,100.69442672387683,101.2183939899721,101.7595307180758,99.28189785466155,100.0,99.52529808542353,99.91609531141714,97.12230215827338,99.6746909564086,100.05389113349698,100.23329226847405,100.44034559806923,100.31909709434727,102.08333333333334,99.69616407140145,99.96043458164361,102.37663739043391,98.8396951653944,100.87790302005776
2019-12-02,100.0118282878862,100.60680423166686,97.51243781094529,103.12694916383266,100.35034534534535,98.78179713708933,99.37888716356107,98.08467603442752,96.66093275941249,98.76435953296833,98.16146115765423,100.366887468629,98.04500630338138,96.930688270758,98.36874563157761,91.71101161729582,100.20585430860318,99.19997437357912,100.1107661107907,102.2622495910243,102.66721162629415,104.76190476190476,98.72195753292915,100.07550717215358,92.80575539568346,100.19518542615485,99.62274499914228,100.13851644147434,100.81398583362729,99.4327294080891,98.95833333333334,99.45879225218383,99.32735161782743,101.46021848559259,98.38676946564887,99.83999554626844
2019-12-03,100.30747635542755,102.02265380350542,94.1542288557214,102.35456219090179,100.35034534534535,95.80638322970282,97.308483436853,95.92453784779555,93.94148688266738,96.79777230765355,98.609290936786,99.92461476642401,97.3810416433942,100.24751978972674,98.21087876215799,93.16124703771969,102.28027546222405,97.97433959404589,100.77534062305116,101.7595307180758,104.49322509260462,100.0,98.15098353973522,99.56371844007519,91.72661870503596,96.74690956408588,99.69459804734396,99.99271415021819,99.69308380856461,97.60089931101811,100.0,98.6991995822256,97.98206474533148,100.09063041015216,97.4758234096692,99.60370120932066
2019-12-04,100.99338223730801,99.51456713246631,91.29353233830847,101.81886888571827,101.55155655655655,95.05174223691802,100.0,96.37096208608979,94.25129067990673,97.56352588867954,100.45239459253618,99.86933005041298,98.75814875826606,97.92079218213901,98.56607708061618,93.0814200063108,103.38875523709406,97.38552169303087,99.46465384768891,101.25680346640956,104.08288452675893,90.47619047619048,98.43314262492176,99.58050172698209,93.16546762589928,96.55172413793105,100.54792058658187,101.61114458862937,100.0800613803026,98.7649961298823,97.91666666666667,98.91758450436765,97.78422578333044,106.30412367661258,99.06870127226462,101.80507500577386
2019-12-05,99.86991366768954,101.61813113341957,88.3084577114428,101.40775512922967,101.35135135135135,94.71754970423567,99.06831780538302,96.90380049240206,93.76936639481468,97.25026448399348,101.06321104341202,100.1960094476755,96.70478440975951,99.50494556906212,98.6186897232039,92.69557516255587,103.24623109275593,96.91829968697557,101.51376043986564,101.21490987788395,102.56462853653555,85.71428571428572,97.29784083447885,99.55533350859412,93.88489208633094,98.30839297332466,100.78145601757916,101.74236351596362,99.38617695793495,97.12816810561172,97.91666666666667,99.61071401443222,97.23028420753286,106.42497160851042,97.07887786259543,100.88796638584695
2019-12-06,102.08136476067561,103.72168299844996,89.92537313432837,102.6410889239226,101.85185185185186,95.49374740203218,98.44720496894409,98.38709394046386,95.45611344083007,97.70274969896884,102.00990213252093,101.04538472611256,97.14742249572,102.22771771149912,99.81582648040404,83.4752510124933,103.38875523709406,98.35515243224272,101.91988377034829,101.13111851147386,103.71357596579499,85.71428571428572,97.91197111645106,100.49500544517149,96.04316546762591,98.56864020819779,101.58088023747631,102.34016698024595,100.56044700932885,101.32364536603784,97.91666666666667,100.14242404101785,97.375365981109,108.33836732109665,98.60050890585242,102.26813070923733
2019-12-09,102.03405988727674,101.49676785990162,89.92537313432837,100.67273080874787,102.6026026026026,94.4480369890462,97.98136645962732,97.9118606592206,94.62995162237355,97.1110337123396,102.28408149276467,101.19113182293243,97.6269533647159,101.73266328056121,99.55929881970204,87.73283460708704,104.40221363730124,96.80310079692474,100.40613071464392,100.54461246147413,106.11407237939792,90.47619047619048,97.98168032073033,100.14262857382953,101.07913669064749,100.7156798959011,99.82034941488638,102.42764602212796,100.06671470331692,100.35455061997403,91.66666666666667,99.45879225218383,96.41915587192798,109.56696849243801,96.1577592875318,100.9711505610052
2019-12-10,101.7502401076216,101.69902919494454,89.05472636815921,102.29226867916788,101.85185185185186,93.26218212026343,97.82608695652172,96.83179156590461,92.94320457635816,96.64114160531051,102.2764672505712,100.95491480647878,96.81544769677286,101.73266328056121,99.40801551935813,85.91005396966183,105.00395233558345,93.8014030465424,103.26749319798756,101.34059483281966,108.63766685934891,95.23809523809524,98.18749462845223,99.95804765570857,110.79136690647483,102.40728692257645,99.73951226552569,102.05584824751547,97.65145189080727,99.07227321567744,94.79166666666667,99.41131503987847,96.34661498513992,112.63846386792153,96.21883307888041,100.90969050230359
