Date,Google,Facebook,Amazon,Slack,Microsoft,Zoom
2020-02-14,115.66869611576544,107.64436443863718,120.76724781655841,127.47524121409697,121.91673171029883,121.00850473610939
2020-02-18,115.72276778370146,109.46373920961078,122.64847100919913,128.46534512547797,123.1533231806441,128.2463995079085
2020-02-19,116.13632863670983,109.3079378333018,124.36985305845106,127.97029069454007,123.18621339989615,138.27833218316488
2020-02-20,115.53617593297793,107.84540429288133,122.98659962601647,127.97029069454007,121.30500507337369,140.08780654136208
2020-02-21,112.98247989337395,105.63401112914507,119.88196414432998,129.45543913586934,117.47023427922274,135.39116096907074
2020-02-24,108.13861271896421,100.87952957290281,113.32841824657692,126.98019173365387,112.40544637509336,139.71526930733
2020-02-25,105.58415430312263,98.89430718754433,112.83659480393351,124.5049443314384,110.55055456522103,142.46939369508283
2020-02-26,105.9002262757045,99.11041665019643,111.41030233237873,123.51485032104702,111.93185497554333,142.20328806794635
2020-02-27,100.1485111195735,95.36613511903234,107.8691750822945,119.3069247867859,104.04525030615832,151.0776968558969
2020-02-28,101.999238385377,96.73317587207532,102.70502893453873,118.56435551661608,106.5644912620173,139.70196169760715
2020-03-02,105.58415430312263,98.72845203433455,104.27886241404937,121.78217218900137,113.65519577488124,150.49227645065054
2020-03-03,101.88270913937548,93.42614367278412,107.84458237321405,121.78217218900137,108.20890355988229,156.2932340982845
2020-03-04,105.22467448591013,96.3763351441105,107.91836037749945,121.53464249828501,112.18180893364341,155.4018051941562
2020-03-05,100.13404493526275,93.0642795744872,106.31993418890839,131.43563210714692,109.3665757374635,166.31185916381804
2020-03-06,98.68545239908607,91.01371819362859,102.31156864347575,116.58414769385406,106.2750825907721,152.10217391686143
2020-03-09,92.59634722010662,85.1887214897285,97.67613872139883,106.1881185055387,99.07254883294446,151.3437918390744
2020-03-10,97.11881523229245,89.55621505977678,101.20496589752808,105.69306407460078,105.84752947344293,144.3453861444712
2020-03-11,92.22391652703732,85.56063936492616,99.29915005728489,105.44553438388442,101.0524278172231,146.75358851763764
2020-03-12,84.65727715156132,77.63481943190018,93.75384375389909,101.73266328056121,91.46878834091159,145.64927511180014
2020-03-13,92.48058035034272,85.58073988249113,94.77437592191383,72.37623404078049,104.47280342348749,142.98828536517905
2020-03-16,81.72124904798171,73.3829191667944,94.49157891786419,83.86138693755511,89.07452403522018,143.50717836577016
2020-03-17,85.15308903274942,75.09674687090141,100.18443379099128,90.59404997059158,96.40860880358224,147.8179777638117
2020-03-18,83.10662155369384,73.86038410885871,101.43858504520229,77.92078822174315,92.35019070150753,157.94304508019982
2020-03-19,84.66641614623,76.96135308357366,111.57015097607501,77.92078822174315,93.86963621567874,164.67534647816146
2020-03-20,81.35643267326734,75.25254824721038,108.21344995519661,101.98019297127757,90.3440155912913,173.69610970217616
2020-03-23,80.28408263518659,74.43333429947563,108.48395438559876,104.45544037349305,89.4428710744121,212.2937593244407
2020-03-24,86.06321477532367,80.90666693015697,109.07414097982257,118.56435551661608,97.57284547505652,179.85628766065525
2020-03-25,83.9009897182026,78.50932613705923,108.36099852493791,118.56435551661608,96.63882060539906,183.75464828341416
2020-03-26,88.5696910891089,82.09277538275732,107.06996198799897,132.17821622880118,102.68368218564548,187.79934338481405
2020-03-27,84.55902589489718,78.80082033069898,106.23386361097549,129.45543913586934,98.46740642286001,201.83606828972495
2020-03-30,87.30465034272657,83.40453141978927,109.47990134484054,131.68316179786328,105.39367036370236,200.7450731375693
2020-03-31,88.49580738766184,83.8317345135863,110.64798202111864,124.00988990050048,103.73611000286859,194.41190423566232
2020-04-01,83.93754577303885,80.21310006426548,107.59867065189235,120.79207322811519,100.05262250906152,182.27779764354457
2020-04-02,85.07464044173649,79.50444851231617,107.9675382338749,119.80197921772381,102.12457805778187,162.22723990275466
2020-04-03,83.22162612338157,77.48906479625539,107.66014858222277,108.91088569748091,101.18397882775754,170.56943876692716
2020-04-06,90.11347608530085,83.20349910437001,112.29558606608515,113.36633102146875,108.70881081831752,163.57104238578808
2020-04-07,90.06550335110434,84.85198831556524,113.85712697194826,113.36633102146875,107.53798992000256,151.3437918390744
2020-04-08,91.92688499619193,87.59109319198325,114.496498922855,112.87127659053085,108.616724387402,156.74559836372546
2020-04-09,91.89413145468393,88.04845007765768,114.01696811533706,112.37623701107738,108.62329809000393,165.65991933688562
2020-04-14,96.36176542269612,89.546161282876,127.93557301761574,112.37623701107738,114.25376448236378,188.78391624353824
2020-04-15,95.7578102817974,88.94305679779336,129.2573485197199,119.3069247867859,113.05663759163744,201.64980033795635
2020-04-16,95.76771165270372,88.58119269949644,135.7432701695798,134.65346363101665,116.4506966812517,199.920153011168
2020-04-17,97.41051028179741,90.08393431128343,133.19193606086714,125.74256803254613,117.4768185060634,199.65405802799054
2020-04-20,96.05103000761615,89.5813459839104,136.9728287761883,133.16831023919255,115.14832543016725,198.23043782701237
2020-04-21,92.31988073115004,85.84208782307842,132.6386346878933,123.26732063033066,110.38611333543454,190.62000582118117
2020-04-22,95.84234836252857,91.61179981096748,134.97479604044946,120.79207322811519,114.13537140127193,199.9068547149093
2020-04-23,96.81416938309215,93.0441795595106,136.32731050771883,123.76237011077376,112.75406112447581,224.97337280610043
2020-04-24,97.22772094440214,95.52696690191,136.57322222904054,118.31682582589971,114.81286861022737,211.28258987319904
