Date,Medtronic plc,Johnson & Johnson,CVS,3M,General Electric Company
2020-02-25,97.48495198985086,105.45308457320236,85.84200731673319,86.77540003014596,86.45833333333334
2020-02-26,95.3471661664032,104.7459321243119,83.60021394181442,88.02222449972759,86.45833333333334
2020-02-27,90.70331553573492,101.42159147658512,79.17000322471301,88.73131687599874,85.41666666666667
2020-02-28,90.4248595989426,98.03892830850664,78.96984043315076,88.18767861933885,83.33333333333334
2020-03-02,92.1764135062173,102.07771819024158,85.44168306800952,90.42132459779766,83.33333333333334
2020-03-03,90.18234096501678,98.84814316320104,83.45342851738914,85.82403145598373,84.375
2020-03-04,93.04769077431615,104.60012983305577,88.12383138180327,90.98859518970856,83.33333333333334
2020-03-05,89.98472846519844,103.52846618835703,85.88203800688447,89.46995661454723,80.20833333333334
2020-03-06,88.9787085425544,103.54304955227893,85.60181516942046,90.79359311690818,78.125
2020-03-09,82.99649720656612,99.46781657020946,81.7987688337665,85.12675140641143,64.58333333333334
2020-03-10,86.55348896876872,103.25873081954845,83.53348856329093,90.58677930832073,70.83333333333334
2020-03-11,83.03242642535837,96.08515340213098,81.81211551075218,87.00585503766129,63.54166666666667
2020-03-12,75.81065344811545,91.4267010487235,72.85828201605865,78.93399820206815,50.0
2020-03-13,79.7808303281985,97.90041186703232,79.5836634752158,83.72037838965616,48.958333333333336
2020-03-16,69.54998527710437,92.68061445914726,69.78916146813019,77.35626490235218,55.208333333333336
2020-03-17,72.0470650849355,99.57716555481761,77.395247467434,79.4421823421895,44.79166666666667
2020-03-18,66.95410011759454,98.38886707572892,76.3010387963427,80.96673594437715,43.75
2020-03-19,71.15781871628816,92.62229704195228,73.89911865761626,81.25627740368203,44.79166666666667
2020-03-20,69.57693129296808,87.40249380188808,72.99172610110152,73.79897296694377,43.75
2020-03-23,65.49896406181686,81.02354787524311,70.8433394490702,69.65077455890267,46.875
2020-03-24,72.17281645247792,86.88488863286271,72.52468181145764,78.425813471035,44.79166666666667
2020-03-25,77.98436938858583,87.04527501706315,71.57725856479159,77.7285328305509,41.66666666666667
2020-03-26,82.5833111904552,92.27236410690915,77.80891305554007,80.47036354004287,50.0
2020-03-27,80.74193603266082,89.78640066758622,78.19588528967479,78.73308996591834,44.79166666666667
2020-03-30,82.68211744036437,96.9672646638079,79.63704084235279,81.39219302469286,41.66666666666667
2020-03-31,81.00242376713511,95.59670985779269,79.17000322471301,80.66536561284325,41.66666666666667
2020-04-01,75.55016571364114,93.9053728060855,77.84894374569139,78.6739952413637,41.66666666666667
2020-04-02,77.38255677027654,97.06932706961182,73.93914934776755,81.49264743822367,40.625
2020-04-03,77.49033993550094,97.8129328251503,74.35281493587362,79.05808435993816,41.66666666666667
2020-04-06,84.51450131115598,101.88816580721975,75.02001534507565,83.14128719828133,41.66666666666667
2020-04-07,84.84684927967574,100.22599548335636,75.88737320823662,85.4458485007587,42.708333333333336
2020-04-08,89.17632014414228,104.43974417787774,79.2767526213837,88.03995067162916,45.833333333333336
2020-04-09,90.74822346630336,102.95982945191848,80.6912188232928,87.32494385924349,42.708333333333336
2020-04-13,89.39189366043486,101.89546259233744,78.67627091870106,86.50948263332701,44.79166666666667
2020-04-14,90.9009208497095,106.4591391187452,82.14571571535319,88.719495685623,43.75
2020-04-15,87.41578932155232,107.64744926219217,80.81131489694916,85.77675792180483,43.75
2020-04-16,85.96065326577467,109.11277989520711,83.48011653375723,85.62311494706883,44.79166666666667
2020-04-17,92.81415624154933,110.82598688964042,84.54763718848045,86.54494502263064,57.29166666666668
2020-04-20,91.20632280236553,110.57082467844026,83.18654701930751,84.8962958079843,56.25
2020-04-21,87.67627705602663,109.12006647401132,80.39764930884309,83.69083989105573,53.125
2020-04-22,86.30198533545342,111.53313933853087,80.53108672188185,84.86084287326935,55.208333333333336
2020-04-23,86.07742771800183,113.37026847518071,81.77208081739842,85.28629995358506,54.16666666666667
2020-04-24,89.19428834646027,112.8964082947643,83.14651632915621,86.86403325330103,57.29166666666668
