Date,UAL,JBLU,ALK,AAL,DAL
2020-02-24,81.36049953944588,100.31055383022773,90.74020187960247,87.60757960783407,94.37869986736338
2020-02-25,76.07804924368155,94.46169772256728,84.69181927730935,79.58692528698539,88.56595872895856
2020-02-26,71.72272268816899,88.61284161490684,82.6180837379584,76.79862226501281,86.30351699101143
2020-02-27,70.00862505371659,84.21325051759834,76.26727746926043,70.91222275085104,83.86703765866756
2020-02-28,66.39715251407605,81.67701863354037,72.66704715820715,65.57659089764513,80.28193839683152
2020-03-02,66.04139357392424,80.59006211180125,72.04780754470599,64.9225530093822,82.07448802774954
2020-03-03,62.83958575162601,77.69151138716356,68.2171624937453,61.44578524770346,80.36895371334762
2020-03-04,64.11168576732028,80.43478260869566,71.55817622240275,63.7865805090045,84.40654515152359
2020-03-05,55.61664390649754,71.73913043478261,62.58640228725799,55.21515164251813,78.3327511022059
2020-03-06,56.16644768938232,71.84265010351967,65.10656350499528,54.97418433646074,79.86425304323448
2020-03-09,50.43121818820142,69.35817805383023,62.197577413664234,50.77452842597344,75.7396462885424
2020-03-10,56.66235431948352,75.46583850931677,67.36750814033674,58.51979547400329,79.13331324631594
2020-03-11,53.191029469792376,70.23809523809524,65.81221152614597,55.97246320042903,74.26035284128703
2020-03-12,39.974128073002845,59.47204968944099,50.51843460488379,46.29948524266731,58.66689799281062
2020-03-13,44.89003676390606,57.86749482401656,54.65149756188083,49.25989842546983,66.75948776121629
2020-03-16,38.238465109131845,54.91718426501035,46.846195367333074,54.80206729094896,62.32161786149701
2020-03-17,33.063819899443295,49.27536231884058,46.846195367333074,53.6316713814689,55.23842769297647
2020-03-18,23.048726324951996,39.648033126293996,36.18951364661538,40.10327160424343,40.88061331153173
2020-03-19,22.940923394977936,39.33747412008282,34.82142756850727,35.42168796632317,37.434737859985
2020-03-20,26.412246088567354,37.00828157349896,33.92856901127393,35.73149864824436,37.156283278041826
2020-03-23,28.298835094893594,35.507246376811594,34.605415189936195,35.283994329913746,38.67037832701668
2020-03-24,35.57567840500909,48.65424430641822,41.63306331702006,47.91738547047799,46.79777143748297
2020-03-25,39.456659347635636,58.69565217391304,42.97234899273188,52.977626608524155,54.12460936520379
2020-03-26,38.324707021890745,56.57349896480331,46.7885960026326,53.90705865428773,55.16881578783182
2020-03-27,35.40319026728784,50.46583850931677,43.015553196556645,48.330466379706245,51.427078862288184
2020-03-30,32.51401396045679,45.49689440993788,40.7978098848557,42.16867615038472,49.895580401941885
2020-03-31,34.012503578859345,46.32505175983436,40.99942134218256,41.96213569577059,49.65193438308275
2020-04-01,27.652004578438884,41.97722567287784,37.94642747850151,36.79862433041736,41.54194468398791
2020-04-02,25.247951158948876,39.492753623188406,35.5126717882295,34.629949556969,39.470936990444436
2020-04-03,24.67658312469635,38.71635610766045,35.55587599205426,32.32358114711123,39.12286876301547
2020-04-06,25.894781675403586,40.010351966873706,38.40725695831633,32.70223864723713,38.8444141810723
2020-04-07,26.3906850713522,45.3416149068323,41.80587581204274,35.18072410260669,38.72259030147216
2020-04-08,29.657179179448487,46.7391304347826,41.964283065544834,39.00172251296807,40.42812461587408
2020-04-09,33.95860211387231,49.17184265010352,45.521313493049725,43.06368478704595,42.446918594620925
2020-04-13,31.166450384509478,46.7391304347826,42.497118591672844,39.79346092232223,40.46293143861698
2020-04-14,33.311771597417604,47.82608695652174,44.71485902318954,41.13597387731407,42.70797324587493
2020-04-15,34.346701501796005,47.56728778467909,43.31797110259299,42.30636978679414,42.37730668947628
2020-04-16,30.411813703928118,45.18633540372671,40.69700343614621,38.10671387630685,39.64497284450005
2020-04-17,31.349719030838312,46.480331262939956,43.1019572839298,39.82788433142459,42.23807939850469
2020-04-20,29.95903449851155,44.668737060041416,42.09389279683488,38.07229046720449,41.14166274176232
2020-04-21,30.056056919878028,43.11594202898551,40.740207639970976,37.86575001259036,40.20188026804526
2020-04-22,27.899955198362328,40.683229813664596,39.64573762541078,35.35284114811846,39.10546361130288
2020-04-23,27.72746706064107,41.45962732919254,40.61059934877306,35.283994329913746,39.12286876301547
2020-04-24,27.554978922919815,41.149068322981364,40.33698040504088,35.490534784527874,39.00104488341533
