Date,Hilton,Disney,Expedia,Universal,Booking
2020-02-24,98.76566369160655,87.71432067867529,113.10170655281853,81.58778982188295,94.97102328201387
2020-02-25,93.88529908849222,84.5357444245301,109.67774492413662,78.73791399491094,91.4763752172648
2020-02-26,92.95480630459552,81.35056832861098,101.90332219828835,78.35114860050892,88.91314177127596
2020-02-27,90.98936764147362,77.8422591522175,99.40583687595658,75.91348498727736,87.94093704221363
2020-02-28,92.2901604633498,77.58507173295352,99.31520646580444,80.80915674300253,89.83819890418326
2020-03-02,91.58754177744018,79.12160629861255,97.41188326046677,81.05343715012724,91.6035315039989
2020-03-03,88.6156494492974,76.79372050114561,95.86102630832751,78.54962137404581,89.16851508247701
2020-03-04,93.42005222180025,78.59403903055949,97.82476945141684,81.99490839694656,91.77042378595918
2020-03-05,86.87808583364983,75.16486662598831,92.15508482915152,81.49109669211197,87.28343779685613
2020-03-06,85.881121344474,76.01556169886285,92.49747756805203,79.31298015267176,85.41055171024102
2020-03-09,81.82681352069883,68.81429615414335,86.90835890508482,74.85495979643765,80.9447660119133
2020-03-10,85.75769084694265,73.50303332565967,86.53574763738929,80.79898422391858,82.59777861322273
2020-03-11,76.99391948347893,69.57926846201049,77.21046896645109,75.26717251908396,76.42546225116983
2020-03-12,72.84466483099126,60.54471023835868,65.49848845422493,71.48600559796438,67.83720187217259
2020-03-13,74.6581817318648,67.60748989453634,70.1208407818477,74.05598167938932,75.30384672355972
2020-03-16,66.02734618306116,62.65497403491806,55.08559853719239,60.71755623409669,68.32833917794561
2020-03-17,61.555262058488424,61.67897627063425,54.50150792039754,62.05089058524173,72.49213431129307
2020-03-18,53.81693885301937,58.559749133208584,45.97180324355076,54.64122290076336,65.36562499298495
2020-03-19,55.098745727307254,62.60221618703651,48.77139832513399,60.92620916030534,63.126106228433
2020-03-20,58.488414356247624,56.70008148707519,49.14400556463225,57.979643765903305,62.38172349765675
2020-03-23,60.13103114318269,56.555000372955696,51.20845565331956,56.64122290076336,61.04712225998844
2020-03-24,65.88492119255604,64.70588475801823,59.899293255811884,65.39948854961833,66.72830136924955
2020-03-25,68.6004557538929,66.42706651560978,66.35447835787075,68.18320407124682,72.36444768218318
2020-03-26,69.50246581845803,69.48034931073826,64.86405040692698,71.1501262086514,74.49164639524768
2020-03-27,65.65704709456894,63.57161872574268,60.45316937200898,68.22391755725191,66.49942514992507
2020-03-30,65.21078617546526,65.81377186635302,56.78750986543273,69.89822188295166,69.31166790456754
2020-03-31,64.79300987466767,63.70350741033703,56.66666495468283,67.06361272264631,71.27674090035968
2020-04-01,59.855678883402966,62.595620302002246,52.366564379660694,62.798983206106875,67.37255524754413
2020-04-02,54.93733478921383,63.94750833518536,48.19738122263702,62.4173038167939,66.75638297155909
2020-04-03,53.114317318647934,61.90978476595744,49.05337112628284,60.20865038167939,65.20297539705003
2020-04-06,60.57728731484998,65.66869075223353,53.20241732520391,66.46819389312978,71.87861369420592
2020-04-07,62.504749335358916,66.76338609049978,56.90835477618263,68.57506361323155,72.92181150538325
2020-04-08,66.54955943790354,66.65127978535531,60.976835015805584,71.0025465648855,72.69346568141584
2020-04-09,64.99240125332321,68.91321596487218,62.86001622779406,70.41221424936387,75.26729278258846
2020-04-13,63.27383118116218,68.25375935276814,59.2044302355157,69.81679491094147,75.28689558252303
2020-04-14,66.47360615267756,69.92218392193475,62.014098831396815,72.72773740458015,76.79209487612543
2020-04-15,66.34067888340296,68.16803197156445,60.98690752305415,71.28244631043258,75.47762678076752
2020-04-16,66.60653437143944,67.27776158848432,58.63041212596942,72.71755674300253,74.56582142565513
2020-04-17,71.80023072540828,70.31785657028395,63.665658700936795,73.43511603053435,77.92854022825017
2020-04-20,68.62893942271175,67.43603447267235,60.37260744090813,71.27735267175574,74.78993113327292
2020-04-21,67.7459153057349,66.3017684403968,57.65357328337643,66.94147226463103,71.11250033027854
2020-04-22,67.21420527914927,66.59852193747376,61.85296691280059,70.18320814249364,71.78960232258935
2020-04-23,68.3061165970376,66.60511782250803,63.81671408408718,70.05088753180661,72.05450860422252
2020-04-24,67.7649097987087,66.73041589772103,67.03927289911562,70.49364071246819,72.2012677438724
